fiscal_year,fiscal_year_start,sex,triage_level,ctas_urgency_score,age_group,population_category,ed_visits,median_los_minutes,median_los_hours,is_suppressed
2009-2010,2009,Female,CTAS II - Emergent,2,45-64,Middle Adult,101571,305.0,5.0833,0
2009-2010,2009,Female,CTAS II - Emergent,2,65+,Older Adult,117805,413.0,6.8833,0
2009-2010,2009,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,79397,194.0,3.2333,0
2009-2010,2009,Male,CTAS II - Emergent,2,20-44,Young Adult,95933,242.0,4.0333,0
2009-2010,2009,Male,CTAS II - Emergent,2,45-64,Middle Adult,113877,314.0,5.2333,0
2009-2010,2009,Male,CTAS II - Emergent,2,65+,Older Adult,105673,406.0,6.7667,0
2009-2010,2009,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,264734,153.0,2.55,0
2009-2010,2009,Female,Less urgent,3,0-19,Pediatric & Youth,305931,105.0,1.75,0
2009-2010,2009,Female,Non-urgent,3,0-19,Pediatric & Youth,41334,75.0,1.25,0
2009-2010,2009,Female,Unknown,3,0-19,Pediatric & Youth,5604,66.0,1.1,0
2009-2010,2009,Female,CTAS III - Urgent,3,20-44,Young Adult,429338,196.0,3.2667,0
2009-2010,2009,Female,Less urgent,3,20-44,Young Adult,403003,115.0,1.9167,0
2009-2010,2009,Female,Non-urgent,3,20-44,Young Adult,75563,80.0,1.3333,0
2009-2010,2009,Female,Unknown,3,20-44,Young Adult,8168,71.0,1.1833,0
2009-2010,2009,Female,CTAS III - Urgent,3,45-64,Middle Adult,276403,214.0,3.5667,0
2009-2010,2009,Female,Less urgent,3,45-64,Middle Adult,255276,115.0,1.9167,0
2009-2010,2009,Female,Non-urgent,3,45-64,Middle Adult,54070,76.0,1.2667,0
2009-2010,2009,Female,Unknown,3,45-64,Middle Adult,5605,64.0,1.0667,0
2009-2010,2009,Female,CTAS III - Urgent,3,65+,Older Adult,280499,302.0,5.0333,0
2009-2010,2009,Female,Less urgent,3,65+,Older Adult,166584,143.0,2.3833,0
2009-2010,2009,Female,Non-urgent,3,65+,Older Adult,33250,83.0,1.3833,0
2009-2010,2009,Female,Unknown,3,65+,Older Adult,3713,88.0,1.4667,0
2009-2010,2009,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,287299,143.0,2.3833,0
2009-2010,2009,Male,Less urgent,3,0-19,Pediatric & Youth,330768,103.0,1.7167,0
2009-2010,2009,Male,Non-urgent,3,0-19,Pediatric & Youth,41649,75.0,1.25,0
2009-2010,2009,Male,Unknown,3,0-19,Pediatric & Youth,5474,64.0,1.0667,0
2009-2010,2009,Male,CTAS III - Urgent,3,20-44,Young Adult,299690,176.0,2.9333,0
2009-2010,2009,Male,Less urgent,3,20-44,Young Adult,364053,112.0,1.8667,0
2009-2010,2009,Male,Non-urgent,3,20-44,Young Adult,71800,80.0,1.3333,0
2009-2010,2009,Male,Unknown,3,20-44,Young Adult,6464,70.0,1.1667,0
2009-2010,2009,Male,CTAS III - Urgent,3,45-64,Middle Adult,246555,208.0,3.4667,0
2009-2010,2009,Male,Less urgent,3,45-64,Middle Adult,238597,114.0,1.9,0
2009-2010,2009,Male,Non-urgent,3,45-64,Middle Adult,59173,74.0,1.2333,0
2009-2010,2009,Male,Unknown,3,45-64,Middle Adult,5844,64.0,1.0667,0
2009-2010,2009,Male,CTAS III - Urgent,3,65+,Older Adult,215834,290.0,4.8333,0
2009-2010,2009,Male,Less urgent,3,65+,Older Adult,132653,131.0,2.1833,0
2009-2010,2009,Male,Non-urgent,3,65+,Older Adult,34443,74.0,1.2333,0
2009-2010,2009,Male,Unknown,3,65+,Older Adult,4097,72.0,1.2,0
2008-2009,2008,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,2174,229.0,3.8167,0
2008-2009,2008,Female,CTAS I - Resuscitation,1,20-44,Young Adult,2250,237.0,3.95,0
2008-2009,2008,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,2839,260.0,4.3333,0
2008-2009,2008,Female,CTAS I - Resuscitation,1,65+,Older Adult,5993,313.0,5.2167,0
2008-2009,2008,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,3198,217.0,3.6167,0
2008-2009,2008,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3678,236.0,3.9333,0
2008-2009,2008,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,5256,210.0,3.5,0
2008-2009,2008,Male,CTAS I - Resuscitation,1,65+,Older Adult,6943,256.0,4.2667,0
2008-2009,2008,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,55671,203.0,3.3833,0
2008-2009,2008,Female,CTAS II - Emergent,2,20-44,Young Adult,89785,254.0,4.2333,0
2008-2009,2008,Female,CTAS II - Emergent,2,45-64,Middle Adult,88813,305.0,5.0833,0
2008-2009,2008,Female,CTAS II - Emergent,2,65+,Older Adult,109578,415.0,6.9167,0
2008-2009,2008,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,72163,190.0,3.1667,0
2008-2009,2008,Male,CTAS II - Emergent,2,20-44,Young Adult,86735,246.0,4.1,0
2008-2009,2008,Male,CTAS II - Emergent,2,45-64,Middle Adult,103868,314.0,5.2333,0
2008-2009,2008,Male,CTAS II - Emergent,2,65+,Older Adult,98836,408.0,6.8,0
2008-2009,2008,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,241382,156.0,2.6,0
2008-2009,2008,Female,Less urgent,3,0-19,Pediatric & Youth,296943,103.0,1.7167,0
2008-2009,2008,Female,Non-urgent,3,0-19,Pediatric & Youth,52097,71.0,1.1833,0
2008-2009,2008,Female,Unknown,3,0-19,Pediatric & Youth,1167,37.0,0.6167,0
2008-2009,2008,Female,CTAS III - Urgent,3,20-44,Young Adult,399142,200.0,3.3333,0
2008-2009,2008,Female,Less urgent,3,20-44,Young Adult,397909,116.0,1.9333,0
2008-2009,2008,Female,Non-urgent,3,20-44,Young Adult,90507,76.0,1.2667,0
2008-2009,2008,Female,Unknown,3,20-44,Young Adult,783,13.0,0.2167,0
2008-2009,2008,Female,CTAS III - Urgent,3,45-64,Middle Adult,253387,219.0,3.65,0
2008-2009,2008,Female,Less urgent,3,45-64,Middle Adult,251071,117.0,1.95,0
2008-2009,2008,Female,Non-urgent,3,45-64,Middle Adult,64971,72.0,1.2,0
2008-2009,2008,Female,Unknown,3,45-64,Middle Adult,398,22.0,0.3667,0
2008-2009,2008,Female,CTAS III - Urgent,3,65+,Older Adult,263916,308.0,5.1333,0
2008-2009,2008,Female,Less urgent,3,65+,Older Adult,165898,145.0,2.4167,0
2008-2009,2008,Female,Non-urgent,3,65+,Older Adult,39248,80.0,1.3333,0
2008-2009,2008,Female,Unknown,3,65+,Older Adult,200,10.0,0.1667,0
2008-2009,2008,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,262362,145.0,2.4167,0
2008-2009,2008,Male,Less urgent,3,0-19,Pediatric & Youth,323983,102.0,1.7,0
2008-2009,2008,Male,Non-urgent,3,0-19,Pediatric & Youth,52706,71.0,1.1833,0
2008-2009,2008,Male,Unknown,3,0-19,Pediatric & Youth,1213,39.0,0.65,0
2008-2009,2008,Male,CTAS III - Urgent,3,20-44,Young Adult,284849,178.0,2.9667,0
2008-2009,2008,Male,Less urgent,3,20-44,Young Adult,372422,114.0,1.9,0
2008-2009,2008,Male,Non-urgent,3,20-44,Young Adult,86541,78.0,1.3,0
2008-2009,2008,Male,Unknown,3,20-44,Young Adult,667,13.0,0.2167,0
2008-2009,2008,Male,CTAS III - Urgent,3,45-64,Middle Adult,229712,213.0,3.55,0
2008-2009,2008,Male,Less urgent,3,45-64,Middle Adult,237846,115.0,1.9167,0
2008-2009,2008,Male,Non-urgent,3,45-64,Middle Adult,70132,72.0,1.2,0
2008-2009,2008,Male,Unknown,3,45-64,Middle Adult,381,18.0,0.3,0
2008-2009,2008,Male,CTAS III - Urgent,3,65+,Older Adult,206388,296.0,4.9333,0
2008-2009,2008,Male,Less urgent,3,65+,Older Adult,132882,135.0,2.25,0
2008-2009,2008,Male,Non-urgent,3,65+,Older Adult,40151,72.0,1.2,0
2008-2009,2008,Male,Unknown,3,65+,Older Adult,160,18.0,0.3,0
2007-2008,2007,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,2049,212.0,3.5333,0
2007-2008,2007,Female,CTAS I - Resuscitation,1,20-44,Young Adult,2187,225.0,3.75,0
2007-2008,2007,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,2716,235.0,3.9167,0
2007-2008,2007,Female,CTAS I - Resuscitation,1,65+,Older Adult,5758,280.0,4.6667,0
2007-2008,2007,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,3099,205.0,3.4167,0
2007-2008,2007,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3824,219.0,3.65,0
2007-2008,2007,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,4918,199.0,3.3167,0
2007-2008,2007,Male,CTAS I - Resuscitation,1,65+,Older Adult,6358,223.0,3.7167,0
2007-2008,2007,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,50400,194.0,3.2333,0
2007-2008,2007,Female,CTAS II - Emergent,2,20-44,Young Adult,84018,250.0,4.1667,0
2007-2008,2007,Female,CTAS II - Emergent,2,45-64,Middle Adult,81612,296.0,4.9333,0
2007-2008,2007,Female,CTAS II - Emergent,2,65+,Older Adult,101541,388.0,6.4667,0
2007-2008,2007,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,67506,182.0,3.0333,0
2007-2008,2007,Male,CTAS II - Emergent,2,20-44,Young Adult,84019,239.0,3.9833,0
2007-2008,2007,Male,CTAS II - Emergent,2,45-64,Middle Adult,96582,300.0,5.0,0
2007-2008,2007,Male,CTAS II - Emergent,2,65+,Older Adult,91651,380.0,6.3333,0
2007-2008,2007,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,229069,150.0,2.5,0
2007-2008,2007,Female,Less urgent,3,0-19,Pediatric & Youth,296994,100.0,1.6667,0
2007-2008,2007,Female,Non-urgent,3,0-19,Pediatric & Youth,60586,70.0,1.1667,0
2007-2008,2007,Female,Unknown,3,0-19,Pediatric & Youth,675,16.0,0.2667,0
2007-2008,2007,Female,CTAS III - Urgent,3,20-44,Young Adult,388130,199.0,3.3167,0
2007-2008,2007,Female,Less urgent,3,20-44,Young Adult,405415,114.0,1.9,0
2007-2008,2007,Female,Non-urgent,3,20-44,Young Adult,102955,76.0,1.2667,0
2007-2008,2007,Female,Unknown,3,20-44,Young Adult,743,17.0,0.2833,0
2007-2008,2007,Female,CTAS III - Urgent,3,45-64,Middle Adult,239303,217.0,3.6167,0
2007-2008,2007,Female,Less urgent,3,45-64,Middle Adult,248806,115.0,1.9167,0
2007-2008,2007,Female,Non-urgent,3,45-64,Middle Adult,72307,74.0,1.2333,0
2007-2008,2007,Female,Unknown,3,45-64,Middle Adult,321,21.0,0.35,0
2007-2008,2007,Female,CTAS III - Urgent,3,65+,Older Adult,254083,302.0,5.0333,0
2007-2008,2007,Female,Less urgent,3,65+,Older Adult,166881,145.0,2.4167,0
2007-2008,2007,Female,Non-urgent,3,65+,Older Adult,44425,80.0,1.3333,0
2007-2008,2007,Female,Unknown,3,65+,Older Adult,145,34.0,0.5667,0
2007-2008,2007,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,256060,140.0,2.3333,0
2007-2008,2007,Male,Less urgent,3,0-19,Pediatric & Youth,328043,100.0,1.6667,0
2007-2008,2007,Male,Non-urgent,3,0-19,Pediatric & Youth,62310,70.0,1.1667,0
2007-2008,2007,Male,Unknown,3,0-19,Pediatric & Youth,786,21.0,0.35,0
2007-2008,2007,Male,CTAS III - Urgent,3,20-44,Young Adult,281830,176.0,2.9333,0
2007-2008,2007,Male,Less urgent,3,20-44,Young Adult,385962,112.0,1.8667,0
2007-2008,2007,Male,Non-urgent,3,20-44,Young Adult,102313,79.0,1.3167,0
2007-2008,2007,Male,Unknown,3,20-44,Young Adult,693,15.0,0.25,0
2007-2008,2007,Male,CTAS III - Urgent,3,45-64,Middle Adult,219898,211.0,3.5167,0
2007-2008,2007,Male,Less urgent,3,45-64,Middle Adult,237735,114.0,1.9,0
2007-2008,2007,Male,Non-urgent,3,45-64,Middle Adult,78383,72.0,1.2,0
2007-2008,2007,Male,Unknown,3,45-64,Middle Adult,347,18.0,0.3,0
2007-2008,2007,Male,CTAS III - Urgent,3,65+,Older Adult,198392,286.0,4.7667,0
2007-2008,2007,Male,Less urgent,3,65+,Older Adult,133169,133.0,2.2167,0
2007-2008,2007,Male,Non-urgent,3,65+,Older Adult,45171,73.0,1.2167,0
2007-2008,2007,Male,Unknown,3,65+,Older Adult,160,30.0,0.5,0
2006-2007,2006,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1554,182.0,3.0333,0
2006-2007,2006,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1767,182.0,3.0333,0
2006-2007,2006,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,2354,175.0,2.9167,0
2006-2007,2006,Female,CTAS I - Resuscitation,1,65+,Older Adult,5019,182.0,3.0333,0
2006-2007,2006,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,2359,165.0,2.75,0
2006-2007,2006,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3410,170.0,2.8333,0
2006-2007,2006,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,4385,155.0,2.5833,0
2006-2007,2006,Male,CTAS I - Resuscitation,1,65+,Older Adult,5710,156.0,2.6,0
2006-2007,2006,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,43059,181.0,3.0167,0
2006-2007,2006,Female,CTAS II - Emergent,2,20-44,Young Adult,76695,234.0,3.9,0
2006-2007,2006,Female,CTAS II - Emergent,2,45-64,Middle Adult,72671,263.0,4.3833,0
2006-2007,2006,Female,CTAS II - Emergent,2,65+,Older Adult,94999,306.0,5.1,0
2006-2007,2006,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,58098,171.0,2.85,0
2006-2007,2006,Male,CTAS II - Emergent,2,20-44,Young Adult,77778,222.0,3.7,0
2006-2007,2006,Male,CTAS II - Emergent,2,45-64,Middle Adult,87222,262.0,4.3667,0
2006-2007,2006,Male,CTAS II - Emergent,2,65+,Older Adult,85723,295.0,4.9167,0
2006-2007,2006,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,221643,147.0,2.45,0
2006-2007,2006,Female,Less urgent,3,0-19,Pediatric & Youth,301253,95.0,1.5833,0
2006-2007,2006,Female,Non-urgent,3,0-19,Pediatric & Youth,68754,68.0,1.1333,0
2006-2007,2006,Female,Unknown,3,0-19,Pediatric & Youth,399,24.0,0.4,0
2006-2007,2006,Female,CTAS III - Urgent,3,20-44,Young Adult,380123,195.0,3.25,0
2006-2007,2006,Female,Less urgent,3,20-44,Young Adult,399710,110.0,1.8333,0
2006-2007,2006,Female,Non-urgent,3,20-44,Young Adult,109642,73.0,1.2167,0
2006-2007,2006,Female,Unknown,3,20-44,Young Adult,602,18.0,0.3,0
2006-2007,2006,Female,CTAS III - Urgent,3,45-64,Middle Adult,226164,210.0,3.5,0
2006-2007,2006,Female,Less urgent,3,45-64,Middle Adult,236388,111.0,1.85,0
2006-2007,2006,Female,Non-urgent,3,45-64,Middle Adult,76420,70.0,1.1667,0
2006-2007,2006,Female,Unknown,3,45-64,Middle Adult,264,26.0,0.4333,0
2006-2007,2006,Female,CTAS III - Urgent,3,65+,Older Adult,248363,270.0,4.5,0
2006-2007,2006,Female,Less urgent,3,65+,Older Adult,163368,140.0,2.3333,0
2006-2007,2006,Female,Non-urgent,3,65+,Older Adult,46777,77.0,1.2833,0
2006-2007,2006,Female,Unknown,3,65+,Older Adult,114,30.0,0.5,0
2006-2007,2006,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,250552,138.0,2.3,0
2006-2007,2006,Male,Less urgent,3,0-19,Pediatric & Youth,337587,95.0,1.5833,0
2006-2007,2006,Male,Non-urgent,3,0-19,Pediatric & Youth,71914,69.0,1.15,0
2006-2007,2006,Male,Unknown,3,0-19,Pediatric & Youth,418,24.0,0.4,0
2006-2007,2006,Male,CTAS III - Urgent,3,20-44,Young Adult,281732,172.0,2.8667,0
2006-2007,2006,Male,Less urgent,3,20-44,Young Adult,388739,109.0,1.8167,0
2006-2007,2006,Male,Non-urgent,3,20-44,Young Adult,110950,75.0,1.25,0
2006-2007,2006,Male,Unknown,3,20-44,Young Adult,537,25.0,0.4167,0
2006-2007,2006,Male,CTAS III - Urgent,3,45-64,Middle Adult,211050,202.0,3.3667,0
2006-2007,2006,Male,Less urgent,3,45-64,Middle Adult,225991,110.0,1.8333,0
2006-2007,2006,Male,Non-urgent,3,45-64,Middle Adult,79802,70.0,1.1667,0
2006-2007,2006,Male,Unknown,3,45-64,Middle Adult,239,30.0,0.5,0
2006-2007,2006,Male,CTAS III - Urgent,3,65+,Older Adult,193093,257.0,4.2833,0
2006-2007,2006,Male,Less urgent,3,65+,Older Adult,129164,129.0,2.15,0
2006-2007,2006,Male,Non-urgent,3,65+,Older Adult,45229,71.0,1.1833,0
2006-2007,2006,Male,Unknown,3,65+,Older Adult,83,33.0,0.55,0
2005-2006,2005,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1466,181.0,3.0167,0
2005-2006,2005,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1808,185.0,3.0833,0
2005-2006,2005,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,2133,169.0,2.8167,0
2005-2006,2005,Female,CTAS I - Resuscitation,1,65+,Older Adult,4755,178.0,2.9667,0
2005-2006,2005,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,2356,171.0,2.85,0
2005-2006,2005,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3307,178.0,2.9667,0
2005-2006,2005,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,4044,145.0,2.4167,0
2005-2006,2005,Male,CTAS I - Resuscitation,1,65+,Older Adult,5473,140.0,2.3333,0
2005-2006,2005,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,42985,183.0,3.05,0
2005-2006,2005,Female,CTAS II - Emergent,2,20-44,Young Adult,72757,229.0,3.8167,0
2005-2006,2005,Female,CTAS II - Emergent,2,45-64,Middle Adult,68133,258.0,4.3,0
2005-2006,2005,Female,CTAS II - Emergent,2,65+,Older Adult,89870,300.0,5.0,0
2005-2006,2005,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,58752,171.0,2.85,0
2005-2006,2005,Male,CTAS II - Emergent,2,20-44,Young Adult,75748,220.0,3.6667,0
2005-2006,2005,Male,CTAS II - Emergent,2,45-64,Middle Adult,82626,257.0,4.2833,0
2005-2006,2005,Male,CTAS II - Emergent,2,65+,Older Adult,81323,288.0,4.8,0
2005-2006,2005,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,226465,145.0,2.4167,0
2005-2006,2005,Female,Less urgent,3,0-19,Pediatric & Youth,305430,94.0,1.5667,0
2005-2006,2005,Female,Non-urgent,3,0-19,Pediatric & Youth,76167,66.0,1.1,0
2005-2006,2005,Female,Unknown,3,0-19,Pediatric & Youth,298,34.0,0.5667,0
2005-2006,2005,Female,CTAS III - Urgent,3,20-44,Young Adult,377879,191.0,3.1833,0
2005-2006,2005,Female,Less urgent,3,20-44,Young Adult,393423,108.0,1.8,0
2005-2006,2005,Female,Non-urgent,3,20-44,Young Adult,120938,70.0,1.1667,0
2005-2006,2005,Female,Unknown,3,20-44,Young Adult,418,35.0,0.5833,0
2005-2006,2005,Female,CTAS III - Urgent,3,45-64,Middle Adult,217353,207.0,3.45,0
2005-2006,2005,Female,Less urgent,3,45-64,Middle Adult,224736,109.0,1.8167,0
2005-2006,2005,Female,Non-urgent,3,45-64,Middle Adult,79204,69.0,1.15,0
2005-2006,2005,Female,Unknown,3,45-64,Middle Adult,179,29.0,0.4833,0
2005-2006,2005,Female,CTAS III - Urgent,3,65+,Older Adult,240928,265.0,4.4167,0
2005-2006,2005,Female,Less urgent,3,65+,Older Adult,157133,138.0,2.3,0
2005-2006,2005,Female,Non-urgent,3,65+,Older Adult,49164,75.0,1.25,0
2005-2006,2005,Female,Unknown,3,65+,Older Adult,86,28.0,0.4667,0
2005-2006,2005,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,257850,136.0,2.2667,0
2005-2006,2005,Male,Less urgent,3,0-19,Pediatric & Youth,344229,95.0,1.5833,0
2005-2006,2005,Male,Non-urgent,3,0-19,Pediatric & Youth,79976,67.0,1.1167,0
2005-2006,2005,Male,Unknown,3,0-19,Pediatric & Youth,311,36.0,0.6,0
2005-2006,2005,Male,CTAS III - Urgent,3,20-44,Young Adult,284721,170.0,2.8333,0
2005-2006,2005,Male,Less urgent,3,20-44,Young Adult,393472,107.0,1.7833,0
2005-2006,2005,Male,Non-urgent,3,20-44,Young Adult,122979,73.0,1.2167,0
2005-2006,2005,Male,Unknown,3,20-44,Young Adult,357,32.0,0.5333,0
2005-2006,2005,Male,CTAS III - Urgent,3,45-64,Middle Adult,204335,200.0,3.3333,0
2005-2006,2005,Male,Less urgent,3,45-64,Middle Adult,217220,109.0,1.8167,0
2005-2006,2005,Male,Non-urgent,3,45-64,Middle Adult,85337,67.0,1.1167,0
2005-2006,2005,Male,Unknown,3,45-64,Middle Adult,208,30.0,0.5,0
2005-2006,2005,Male,CTAS III - Urgent,3,65+,Older Adult,188142,251.0,4.1833,0
2005-2006,2005,Male,Less urgent,3,65+,Older Adult,123025,126.0,2.1,0
2005-2006,2005,Male,Non-urgent,3,65+,Older Adult,47531,68.0,1.1333,0
2005-2006,2005,Male,Unknown,3,65+,Older Adult,84,53.0,0.8833,0
2004-2005,2004,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1293,161.0,2.6833,0
2004-2005,2004,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1696,188.0,3.1333,0
2004-2005,2004,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,1934,165.0,2.75,0
2004-2005,2004,Female,CTAS I - Resuscitation,1,65+,Older Adult,4468,170.0,2.8333,0
2004-2005,2004,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1941,160.0,2.6667,0
2004-2005,2004,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3138,174.0,2.9,0
2004-2005,2004,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,3582,140.0,2.3333,0
2004-2005,2004,Male,CTAS I - Resuscitation,1,65+,Older Adult,5138,135.0,2.25,0
2004-2005,2004,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,36845,175.0,2.9167,0
2004-2005,2004,Female,CTAS II - Emergent,2,20-44,Young Adult,64059,223.0,3.7167,0
2004-2005,2004,Female,CTAS II - Emergent,2,45-64,Middle Adult,60788,254.0,4.2333,0
2004-2005,2004,Female,CTAS II - Emergent,2,65+,Older Adult,83079,294.0,4.9,0
2004-2005,2004,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,49235,167.0,2.7833,0
2004-2005,2004,Male,CTAS II - Emergent,2,20-44,Young Adult,66689,215.0,3.5833,0
2004-2005,2004,Male,CTAS II - Emergent,2,45-64,Middle Adult,73917,253.0,4.2167,0
2004-2005,2004,Male,CTAS II - Emergent,2,65+,Older Adult,74993,283.0,4.7167,0
2004-2005,2004,Female,CTAS III - Urgent,3,0-19,Pediatric & Youth,206722,144.0,2.4,0
2004-2005,2004,Female,Less urgent,3,0-19,Pediatric & Youth,302592,93.0,1.55,0
2004-2005,2004,Female,Non-urgent,3,0-19,Pediatric & Youth,82458,65.0,1.0833,0
2004-2005,2004,Female,Unknown,3,0-19,Pediatric & Youth,294,32.0,0.5333,0
2004-2005,2004,Female,CTAS III - Urgent,3,20-44,Young Adult,355857,190.0,3.1667,0
2004-2005,2004,Female,Less urgent,3,20-44,Young Adult,393855,106.0,1.7667,0
2004-2005,2004,Female,Non-urgent,3,20-44,Young Adult,130246,69.0,1.15,0
2004-2005,2004,Female,Unknown,3,20-44,Young Adult,419,40.0,0.6667,0
2004-2005,2004,Female,CTAS III - Urgent,3,45-64,Middle Adult,202905,205.0,3.4167,0
2004-2005,2004,Female,Less urgent,3,45-64,Middle Adult,216228,108.0,1.8,0
2004-2005,2004,Female,Non-urgent,3,45-64,Middle Adult,83030,67.0,1.1167,0
2004-2005,2004,Female,Unknown,3,45-64,Middle Adult,166,39.0,0.65,0
2004-2005,2004,Female,CTAS III - Urgent,3,65+,Older Adult,232311,265.0,4.4167,0
2004-2005,2004,Female,Less urgent,3,65+,Older Adult,155521,139.0,2.3167,0
2004-2005,2004,Female,Non-urgent,3,65+,Older Adult,52651,74.0,1.2333,0
2004-2005,2004,Female,Unknown,3,65+,Older Adult,99,48.0,0.8,0
2004-2005,2004,Male,CTAS III - Urgent,3,0-19,Pediatric & Youth,236988,135.0,2.25,0
2004-2005,2004,Male,Less urgent,3,0-19,Pediatric & Youth,343044,93.0,1.55,0
2004-2005,2004,Male,Non-urgent,3,0-19,Pediatric & Youth,87048,65.0,1.0833,0
2004-2005,2004,Male,Unknown,3,0-19,Pediatric & Youth,309,32.0,0.5333,0
2004-2005,2004,Male,CTAS III - Urgent,3,20-44,Young Adult,269249,170.0,2.8333,0
2004-2005,2004,Male,Less urgent,3,20-44,Young Adult,392560,105.0,1.75,0
2004-2005,2004,Male,Non-urgent,3,20-44,Young Adult,130532,71.0,1.1833,0
2004-2005,2004,Male,Unknown,3,20-44,Young Adult,385,36.0,0.6,0
2004-2005,2004,Male,CTAS III - Urgent,3,45-64,Middle Adult,191370,201.0,3.35,0
2004-2005,2004,Male,Less urgent,3,45-64,Middle Adult,208616,107.0,1.7833,0
2004-2005,2004,Male,Non-urgent,3,45-64,Middle Adult,86237,66.0,1.1,0
2004-2005,2004,Male,Unknown,3,45-64,Middle Adult,185,40.0,0.6667,0
2004-2005,2004,Male,CTAS III - Urgent,3,65+,Older Adult,181179,251.0,4.1833,0
2004-2005,2004,Male,Less urgent,3,65+,Older Adult,121569,127.0,2.1167,0
2004-2005,2004,Male,Non-urgent,3,65+,Older Adult,50298,66.0,1.1,0
2004-2005,2004,Male,Unknown,3,65+,Older Adult,87,40.0,0.6667,0
2003-2004,2003,Female,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1254,161.0,2.6833,0
2003-2004,2003,Female,CTAS I - Resuscitation,1,20-44,Young Adult,1756,186.0,3.1,0
2003-2004,2003,Female,CTAS I - Resuscitation,1,45-64,Middle Adult,1811,167.0,2.7833,0
2003-2004,2003,Female,CTAS I - Resuscitation,1,65+,Older Adult,4153,174.0,2.9,0
2003-2004,2003,Male,CTAS I - Resuscitation,1,0-19,Pediatric & Youth,1910,160.0,2.6667,0
2003-2004,2003,Male,CTAS I - Resuscitation,1,20-44,Young Adult,3075,177.0,2.95,0
2003-2004,2003,Male,CTAS I - Resuscitation,1,45-64,Middle Adult,3544,146.0,2.4333,0
2003-2004,2003,Male,CTAS I - Resuscitation,1,65+,Older Adult,5223,137.0,2.2833,0
2003-2004,2003,Female,CTAS II - Emergent,2,0-19,Pediatric & Youth,28447,179.0,2.9833,0
2003-2004,2003,Female,CTAS II - Emergent,2,20-44,Young Adult,47178,219.0,3.65,0
2003-2004,2003,Female,CTAS II - Emergent,2,45-64,Middle Adult,45219,250.0,4.1667,0
2003-2004,2003,Female,CTAS II - Emergent,2,65+,Older Adult,65563,297.0,4.95,0
2003-2004,2003,Male,CTAS II - Emergent,2,0-19,Pediatric & Youth,38738,170.0,2.8333,0
2003-2004,2003,Male,CTAS II - Emergent,2,20-44,Young Adult,50686,215.0,3.5833,0
2003-2004,2003,Male,CTAS II - Emergent,2,45-64,Middle Adult,56621,250.0,4.1667,0
