fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,erbi
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,14,438,7.3,0,6132
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Asthma,Not Admitted,132,170,2.83,0,22440
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,109,160,2.67,0,17440
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,24,292,4.87,0,7008
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,698,132,2.2,0,92136
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,176,138,2.3,0,24288
2004-2005,2004,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,872,155,2.58,0,135160
2004-2005,2004,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,179,253,4.22,0,45287
2004-2005,2004,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,1027,185,3.08,0,189995
2004-2005,2004,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,226,280,4.67,0,63280
2004-2005,2004,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,3036,179,2.98,0,543444
2004-2005,2004,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,872,206,3.43,0,179632
2004-2005,2004,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,57,133,2.22,0,7581
2004-2005,2004,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,45,69,1.15,0,3105
2004-2005,2004,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,51,154,2.57,0,7854
2004-2005,2004,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,37,144,2.4,0,5328
2004-2005,2004,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,173,118,1.97,0,20414
2004-2005,2004,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,44,119,1.98,0,5236
2004-2005,2004,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,3562,263,4.38,1,936806
2004-2005,2004,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,370,241,4.02,1,89170
2004-2005,2004,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,70,206,3.43,1,14420
2004-2005,2004,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,0,0,0.0,1,0
2004-2005,2004,CTAS III - Urgent,3,Admitted,Asthma,Admitted,3194,297,4.95,1,948618
2004-2005,2004,Less urgent,3,Admitted,Asthma,Admitted,347,235,3.92,1,81545
2004-2005,2004,Non-urgent,3,Admitted,Asthma,Admitted,38,211,3.52,1,8018
2004-2005,2004,Unknown,3,Admitted,Asthma,Admitted,0,0,0.0,1,0
2004-2005,2004,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,12,298,4.97,1,3576
2004-2005,2004,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,173,2.88,1,0
2004-2005,2004,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1,0
2004-2005,2004,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1,0
2004-2005,2004,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2883,241,4.02,1,694803
2004-2005,2004,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,575,230,3.83,1,132250
2004-2005,2004,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,114,196,3.27,1,22344
2004-2005,2004,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,0,0,0.0,1,0
2004-2005,2004,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,12681,320,5.33,1,4057920
2004-2005,2004,Less urgent,3,Admitted,Pneumonia,Admitted,2118,252,4.2,1,533736
2004-2005,2004,Non-urgent,3,Admitted,Pneumonia,Admitted,259,212,3.53,1,54908
2004-2005,2004,Unknown,3,Admitted,Pneumonia,Admitted,0,0,0.0,1,0
2004-2005,2004,CTAS III - Urgent,3,Admitted,Trauma,Admitted,28252,269,4.48,1,7599788
2004-2005,2004,Less urgent,3,Admitted,Trauma,Admitted,8015,250,4.17,1,2003750
2004-2005,2004,Non-urgent,3,Admitted,Trauma,Admitted,1022,188,3.13,1,192136
2004-2005,2004,Unknown,3,Admitted,Trauma,Admitted,0,0,0.0,1,0
2004-2005,2004,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,19098,280,4.67,1,5347440
2004-2005,2004,Less urgent,3,Admitted,Unintentional Falls,Admitted,5316,263,4.38,1,1398108
2004-2005,2004,Non-urgent,3,Admitted,Unintentional Falls,Admitted,513,210,3.5,1,107730
2004-2005,2004,Unknown,3,Admitted,Unintentional Falls,Admitted,0,0,0.0,1,0
2004-2005,2004,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,39,226,3.77,0,8814
2004-2005,2004,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,242,4.03,0,0
2004-2005,2004,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,17,40,0.67,0,680
2004-2005,2004,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,208,3.47,0,0
2004-2005,2004,Less urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Non-urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,5,35,0.58,0,175
2004-2005,2004,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,80,1.33,0,0
2004-2005,2004,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,17,6,0.1,0,102
2004-2005,2004,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,21,366,6.1,0,7686
2004-2005,2004,Less urgent,3,Death,Pneumonia,Not Admitted,0,270,4.5,0,0
2004-2005,2004,Non-urgent,3,Death,Pneumonia,Not Admitted,0,95,1.58,0,0
2004-2005,2004,Unknown,3,Death,Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Death,Trauma,Not Admitted,27,170,2.83,0,4590
2004-2005,2004,Less urgent,3,Death,Trauma,Not Admitted,13,94,1.57,0,1222
2004-2005,2004,Non-urgent,3,Death,Trauma,Not Admitted,28,12,0.2,0,336
2004-2005,2004,Unknown,3,Death,Trauma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,18,216,3.6,0,3888
2004-2005,2004,Less urgent,3,Death,Unintentional Falls,Not Admitted,0,134,2.23,0,0
2004-2005,2004,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Death,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,103,379,6.32,0,39037
2004-2005,2004,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,13,170,2.83,0,2210
2004-2005,2004,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,79,1.32,0,0
2004-2005,2004,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,33256,148,2.47,0,4921888
2004-2005,2004,Less urgent,3,Discharged Home,Asthma,Not Admitted,18237,98,1.63,0,1787226
2004-2005,2004,Non-urgent,3,Discharged Home,Asthma,Not Admitted,3950,63,1.05,0,248850
2004-2005,2004,Unknown,3,Discharged Home,Asthma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,15,122,2.03,0,1830
2004-2005,2004,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,46,100,1.67,0,4600
2004-2005,2004,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,6,64,1.07,0,384
2004-2005,2004,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,40546,147,2.45,0,5960262
2004-2005,2004,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,49069,115,1.92,0,5642935
2004-2005,2004,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,7270,88,1.47,0,639760
2004-2005,2004,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,20426,199,3.32,0,4064774
2004-2005,2004,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,13685,125,2.08,0,1710625
2004-2005,2004,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,2665,85,1.42,0,226525
2004-2005,2004,Unknown,3,Discharged Home,Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,302965,137,2.28,0,41506205
2004-2005,2004,Less urgent,3,Discharged Home,Trauma,Not Admitted,682099,108,1.8,0,73666692
2004-2005,2004,Non-urgent,3,Discharged Home,Trauma,Not Admitted,142503,82,1.37,0,11685246
2004-2005,2004,Unknown,3,Discharged Home,Trauma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,101448,158,2.63,0,16028784
2004-2005,2004,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,186993,120,2.0,0,22439160
2004-2005,2004,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,31430,92,1.53,0,2891560
2004-2005,2004,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,5,151,2.52,0,755
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,138,2.3,0,0
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,164,2.73,0,0
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,47,260,4.33,0,12220
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,17,175,2.92,0,2975
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,4,0.07,0,0
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,176,166,2.77,0,29216
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,93,139,2.32,0,12927
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,49,104,1.73,0,5096
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,33,294,4.9,0,9702
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,36,270,4.5,0,9720
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,6,244,4.07,0,1464
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2206,163,2.72,0,359578
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2021,135,2.25,0,272835
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,712,92,1.53,0,65504
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,844,160,2.67,0,135040
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,787,135,2.25,0,106245
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,226,90,1.5,0,20340
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,19,335,5.58,0,6365
2004-2005,2004,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,315,5.25,0,0
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,495,118,1.97,0,58410
2004-2005,2004,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,189,104,1.73,0,19656
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,43,69,1.15,0,2967
2004-2005,2004,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,0,74,1.23,0,0
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,135,2.25,0,0
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,813,128,2.13,0,104064
2004-2005,2004,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1537,129,2.15,0,198273
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,232,92,1.53,0,21344
2004-2005,2004,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,9,54,0.9,0,486
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,83,211,3.52,0,17513
2004-2005,2004,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,52,166,2.77,0,8632
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,8,161,2.68,0,1288
2004-2005,2004,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,0,79,1.32,0,0
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,7644,122,2.03,0,932568
2004-2005,2004,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,22231,117,1.95,0,2601027
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,4887,93,1.55,0,454491
2004-2005,2004,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,253,31,0.52,0,7843
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,1994,130,2.17,0,259220
2004-2005,2004,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,4638,118,1.97,0,547284
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,824,102,1.7,0,84048
2004-2005,2004,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,18,51,0.85,0,918
2004-2005,2004,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,286,220,3.67,0,62920
2004-2005,2004,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,19,300,5.0,0,5700
2004-2005,2004,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,6,248,4.13,0,1488
2004-2005,2004,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,186,272,4.53,0,50592
2004-2005,2004,Less urgent,3,Transferred,Asthma,Not Admitted,18,155,2.58,0,2790
2004-2005,2004,Non-urgent,3,Transferred,Asthma,Not Admitted,5,165,2.75,0,825
2004-2005,2004,Unknown,3,Transferred,Asthma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,852,205,3.42,0,174660
2004-2005,2004,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,205,173,2.88,0,35465
2004-2005,2004,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,49,130,2.17,0,6370
2004-2005,2004,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,396,282,4.7,0,111672
2004-2005,2004,Less urgent,3,Transferred,Pneumonia,Not Admitted,103,238,3.97,0,24514
2004-2005,2004,Non-urgent,3,Transferred,Pneumonia,Not Admitted,10,165,2.75,0,1650
2004-2005,2004,Unknown,3,Transferred,Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,5413,203,3.38,0,1098839
2004-2005,2004,Less urgent,3,Transferred,Trauma,Not Admitted,2315,177,2.95,0,409755
2004-2005,2004,Non-urgent,3,Transferred,Trauma,Not Admitted,367,135,2.25,0,49545
2004-2005,2004,Unknown,3,Transferred,Trauma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,2787,230,3.83,0,641010
2004-2005,2004,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,1192,200,3.33,0,238400
2004-2005,2004,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,155,148,2.47,0,22940
2004-2005,2004,Unknown,3,Transferred,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,23,220,3.67,0,5060
2004-2005,2004,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,6,190,3.17,0,1140
2004-2005,2004,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,285,65,1.08,0,18525
2004-2005,2004,Less urgent,3,Unknown,Asthma,Not Admitted,433,61,1.02,0,26413
2004-2005,2004,Non-urgent,3,Unknown,Asthma,Not Admitted,8,36,0.6,0,288
2004-2005,2004,Unknown,3,Unknown,Asthma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Less urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Non-urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,Unknown,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,317,77,1.28,0,24409
2004-2005,2004,Less urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,408,61,1.02,0,24888
2004-2005,2004,Non-urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,38,0.63,0,0
2004-2005,2004,Unknown,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Unknown,Pneumonia,Not Admitted,226,121,2.02,0,27346
2004-2005,2004,Less urgent,3,Unknown,Pneumonia,Not Admitted,301,80,1.33,0,24080
2004-2005,2004,Non-urgent,3,Unknown,Pneumonia,Not Admitted,0,144,2.4,0,0
2004-2005,2004,Unknown,3,Unknown,Pneumonia,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Unknown,Trauma,Not Admitted,2793,67,1.12,0,187131
2004-2005,2004,Less urgent,3,Unknown,Trauma,Not Admitted,7405,59,0.98,0,436895
2004-2005,2004,Non-urgent,3,Unknown,Trauma,Not Admitted,139,57,0.95,0,7923
2004-2005,2004,Unknown,3,Unknown,Trauma,Not Admitted,0,0,0.0,0,0
2004-2005,2004,CTAS III - Urgent,3,Unknown,Unintentional Falls,Not Admitted,817,85,1.42,0,69445
2004-2005,2004,Less urgent,3,Unknown,Unintentional Falls,Not Admitted,1843,70,1.17,0,129010
2004-2005,2004,Non-urgent,3,Unknown,Unintentional Falls,Not Admitted,32,58,0.97,0,1856
2004-2005,2004,Unknown,3,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Acute Myocardial Infarction,Admitted,543,129,2.15,1,70047
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Asthma,Admitted,197,194,3.23,1,38218
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1,0
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Motor Vehicle Collisions,Admitted,1493,169,2.82,1,252317
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Pneumonia,Admitted,349,245,4.08,1,85505
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Trauma,Admitted,2782,165,2.75,1,459030
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Unintentional Falls,Admitted,460,180,3.0,1,82800
2003-2004,2003,CTAS I - Resuscitation,1,Death,Acute Myocardial Infarction,Not Admitted,560,28,0.47,0,15680
2003-2004,2003,CTAS I - Resuscitation,1,Death,Asthma,Not Admitted,6,94,1.57,0,564
2003-2004,2003,CTAS I - Resuscitation,1,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Death,Motor Vehicle Collisions,Not Admitted,238,32,0.53,0,7616
2003-2004,2003,CTAS I - Resuscitation,1,Death,Pneumonia,Not Admitted,31,105,1.75,0,3255
2003-2004,2003,CTAS I - Resuscitation,1,Death,Trauma,Not Admitted,481,36,0.6,0,17316
2003-2004,2003,CTAS I - Resuscitation,1,Death,Unintentional Falls,Not Admitted,47,163,2.72,0,7661
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Acute Myocardial Infarction,Not Admitted,23,110,1.83,0,2530
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Asthma,Not Admitted,156,160,2.67,0,24960
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Motor Vehicle Collisions,Not Admitted,345,262,4.37,0,90390
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Pneumonia,Not Admitted,33,238,3.97,0,7854
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Trauma,Not Admitted,1120,230,3.83,0,257600
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Unintentional Falls,Not Admitted,202,226,3.77,0,45652
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,7,177,2.95,0,1239
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Pneumonia,Not Admitted,0,115,1.92,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Trauma,Not Admitted,25,171,2.85,0,4275
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,164,2.73,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Asthma,Not Admitted,9,183,3.05,0,1647
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,0,275,4.58,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Pneumonia,Not Admitted,0,0,0.0,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Trauma,Not Admitted,17,136,2.27,0,2312
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Unintentional Falls,Not Admitted,0,97,1.62,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Acute Myocardial Infarction,Not Admitted,93,161,2.68,0,14973
