fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,erbi
2009-2010,2009,CTAS II - Emergent,2,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Death,Motor Vehicle Collisions,Not Admitted,0,511,8.52,0,0
2009-2010,2009,CTAS II - Emergent,2,Death,Pneumonia,Not Admitted,35,195,3.25,0,6825
2009-2010,2009,CTAS II - Emergent,2,Death,Trauma,Not Admitted,39,315,5.25,0,12285
2009-2010,2009,CTAS II - Emergent,2,Death,Unintentional Falls,Not Admitted,25,344,5.73,0,8600
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Acute Myocardial Infarction,Not Admitted,291,332,5.53,0,96612
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Asthma,Not Admitted,10792,185,3.08,0,1996520
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Influenzal Pneumonia,Not Admitted,476,196,3.27,0,93296
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Motor Vehicle Collisions,Not Admitted,14776,185,3.08,0,2733560
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Pneumonia,Not Admitted,7904,234,3.9,0,1849536
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Trauma,Not Admitted,80929,170,2.83,0,13757930
2009-2010,2009,CTAS II - Emergent,2,Discharged Home,Unintentional Falls,Not Admitted,23675,200,3.33,0,4735000
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,22,70,1.17,0,1540
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Asthma,Not Admitted,49,152,2.53,0,7448
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,52,168,2.8,0,8736
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Pneumonia,Not Admitted,15,189,3.15,0,2835
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Trauma,Not Admitted,691,170,2.83,0,117470
2009-2010,2009,CTAS II - Emergent,2,Intra-Facility Transfer,Unintentional Falls,Not Admitted,153,179,2.98,0,27387
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,39,242,4.03,0,9438
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Asthma,Not Admitted,113,160,2.67,0,18080
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,289,4.82,0,0
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,221,146,2.43,0,32266
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,45,317,5.28,0,14265
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,1697,139,2.32,0,235883
2009-2010,2009,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,396,148,2.47,0,58608
2009-2010,2009,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,2110,134,2.23,0,282740
2009-2010,2009,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,249,252,4.2,0,62748
2009-2010,2009,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,26,280,4.67,0,7280
2009-2010,2009,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,990,216,3.6,0,213840
2009-2010,2009,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,578,238,3.97,0,137564
2009-2010,2009,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,3778,202,3.37,0,763156
2009-2010,2009,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,1321,230,3.83,0,303830
2009-2010,2009,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,3321,567,9.45,1,1883007
2009-2010,2009,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,297,467,7.78,1,138699
2009-2010,2009,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,9,227,3.78,1,2043
2009-2010,2009,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,46,228,3.8,1,10488
2009-2010,2009,CTAS III - Urgent,3,Admitted,Asthma,Admitted,1595,553,9.22,1,882035
2009-2010,2009,Less urgent,3,Admitted,Asthma,Admitted,109,378,6.3,1,41202
2009-2010,2009,Non-urgent,3,Admitted,Asthma,Admitted,9,270,4.5,1,2430
2009-2010,2009,Unknown,3,Admitted,Asthma,Admitted,15,126,2.1,1,1890
2009-2010,2009,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,309,591,9.85,1,182619
2009-2010,2009,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,38,446,7.43,1,16948
2009-2010,2009,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,1397,23.28,1,0
2009-2010,2009,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,308,5.13,1,0
2009-2010,2009,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,1783,417,6.95,1,743511
2009-2010,2009,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,332,344,5.73,1,114208
2009-2010,2009,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,26,198,3.3,1,5148
2009-2010,2009,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,26,325,5.42,1,8450
2009-2010,2009,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,11419,718,11.97,1,8198842
2009-2010,2009,Less urgent,3,Admitted,Pneumonia,Admitted,1285,435,7.25,1,558975
2009-2010,2009,Non-urgent,3,Admitted,Pneumonia,Admitted,70,288,4.8,1,20160
2009-2010,2009,Unknown,3,Admitted,Pneumonia,Admitted,70,352,5.87,1,24640
2009-2010,2009,CTAS III - Urgent,3,Admitted,Trauma,Admitted,25400,507,8.45,1,12877800
2009-2010,2009,Less urgent,3,Admitted,Trauma,Admitted,5418,433,7.22,1,2345994
2009-2010,2009,Non-urgent,3,Admitted,Trauma,Admitted,363,267,4.45,1,96921
2009-2010,2009,Unknown,3,Admitted,Trauma,Admitted,209,337,5.62,1,70433
2009-2010,2009,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,18579,535,8.92,1,9939765
2009-2010,2009,Less urgent,3,Admitted,Unintentional Falls,Admitted,3554,471,7.85,1,1673934
2009-2010,2009,Non-urgent,3,Admitted,Unintentional Falls,Admitted,183,290,4.83,1,53070
2009-2010,2009,Unknown,3,Admitted,Unintentional Falls,Admitted,126,354,5.9,1,44604
2009-2010,2009,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,28,230,3.83,0,6440
2009-2010,2009,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,6,26,0.43,0,156
2009-2010,2009,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,18,36,0.6,0,648
2009-2010,2009,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,8,28,0.47,0,224
2009-2010,2009,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Death,Asthma,Not Admitted,0,38,0.63,0,0
2009-2010,2009,Non-urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Death,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,130,2.17,0,0
2009-2010,2009,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,134,2.23,0,0
2009-2010,2009,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,109,1.82,0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,12,318,5.3,0,3816
2009-2010,2009,Less urgent,3,Death,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Death,Pneumonia,Not Admitted,0,88,1.47,0,0
2009-2010,2009,Unknown,3,Death,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Death,Trauma,Not Admitted,30,272,4.53,0,8160
2009-2010,2009,Less urgent,3,Death,Trauma,Not Admitted,0,69,1.15,0,0
2009-2010,2009,Non-urgent,3,Death,Trauma,Not Admitted,9,55,0.92,0,495
2009-2010,2009,Unknown,3,Death,Trauma,Not Admitted,5,181,3.02,0,905
2009-2010,2009,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,25,330,5.5,0,8250
2009-2010,2009,Less urgent,3,Death,Unintentional Falls,Not Admitted,0,54,0.9,0,0
2009-2010,2009,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,55,0.92,0,0
2009-2010,2009,Unknown,3,Death,Unintentional Falls,Not Admitted,0,312,5.2,0,0
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,156,350,5.83,0,54600
2009-2010,2009,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,28,224,3.73,0,6272
2009-2010,2009,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,10,144,2.4,0,1440
2009-2010,2009,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,7,133,2.22,0,931
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,25191,160,2.67,0,4030560
2009-2010,2009,Less urgent,3,Discharged Home,Asthma,Not Admitted,13405,108,1.8,0,1447740
2009-2010,2009,Non-urgent,3,Discharged Home,Asthma,Not Admitted,1637,77,1.28,0,126049
2009-2010,2009,Unknown,3,Discharged Home,Asthma,Not Admitted,249,73,1.22,0,18177
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,3227,147,2.45,0,474369
2009-2010,2009,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,2694,111,1.85,0,299034
2009-2010,2009,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,274,82,1.37,0,22468
2009-2010,2009,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,108,78,1.3,0,8424
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,42100,154,2.57,0,6483400
2009-2010,2009,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,39873,125,2.08,0,4984125
2009-2010,2009,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,2756,102,1.7,0,281112
2009-2010,2009,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,272,103,1.72,0,28016
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,29254,195,3.25,0,5704530
2009-2010,2009,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,17941,134,2.23,0,2404094
2009-2010,2009,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,1516,93,1.55,0,140988
2009-2010,2009,Unknown,3,Discharged Home,Pneumonia,Not Admitted,199,102,1.7,0,20298
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,372030,143,2.38,0,53200290
2009-2010,2009,Less urgent,3,Discharged Home,Trauma,Not Admitted,649205,115,1.92,0,74658575
2009-2010,2009,Non-urgent,3,Discharged Home,Trauma,Not Admitted,62674,92,1.53,0,5766008
2009-2010,2009,Unknown,3,Discharged Home,Trauma,Not Admitted,3836,84,1.4,0,322224
2009-2010,2009,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,129607,162,2.7,0,20996334
2009-2010,2009,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,178581,125,2.08,0,22322625
2009-2010,2009,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,12423,101,1.68,0,1254723
2009-2010,2009,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,817,94,1.57,0,76798
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,8,172,2.87,0,1376
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,252,4.2,0,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,18,170,2.83,0,3060
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,293,4.88,0,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,232,3.87,0,0
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,380,6.33,0,0
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,95,194,3.23,0,18430
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,64,126,2.1,0,8064
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,15,76,1.27,0,1140
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,57,0.95,0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,43,273,4.55,0,11739
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,11,290,4.83,0,3190
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1604,172,2.87,0,275888
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1112,135,2.25,0,150120
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,207,88,1.47,0,18216
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,29,67,1.12,0,1943
2009-2010,2009,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,465,200,3.33,0,93000
2009-2010,2009,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,317,139,2.32,0,44063
2009-2010,2009,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,41,86,1.43,0,3526
2009-2010,2009,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,7,67,1.12,0,469
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,24,314,5.23,0,7536
2009-2010,2009,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,172,2.87,0,0
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,356,132,2.2,0,46992
2009-2010,2009,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,137,102,1.7,0,13974
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,7,50,0.83,0,350
2009-2010,2009,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,7,14,0.23,0,98
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,6,218,3.63,0,1308
2009-2010,2009,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,16,153,2.55,0,2448
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,8,0.13,0,0
2009-2010,2009,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,6,144,2.4,0,864
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1196,146,2.43,0,174616
2009-2010,2009,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1453,132,2.2,0,191796
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,105,86,1.43,0,9030
2009-2010,2009,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,22,65,1.08,0,1430
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,109,234,3.9,0,25506
2009-2010,2009,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,72,162,2.7,0,11664
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,5,54,0.9,0,270
2009-2010,2009,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,0,14,0.23,0,0
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,12466,132,2.2,0,1645512
2009-2010,2009,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,23918,124,2.07,0,2965832
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,2899,99,1.65,0,287001
2009-2010,2009,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,925,17,0.28,0,15725
2009-2010,2009,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,3405,139,2.32,0,473295
2009-2010,2009,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,5151,128,2.13,0,659328
2009-2010,2009,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,432,97,1.62,0,41904
2009-2010,2009,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,91,43,0.72,0,3913
2009-2010,2009,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,502,216,3.6,0,108432
2009-2010,2009,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,32,218,3.63,0,6976
2009-2010,2009,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,0,985,16.42,0,0
2009-2010,2009,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,15,66,1.1,0,990
2009-2010,2009,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,121,276,4.6,0,33396
2009-2010,2009,Less urgent,3,Transferred,Asthma,Not Admitted,15,210,3.5,0,3150
2009-2010,2009,Non-urgent,3,Transferred,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Transferred,Asthma,Not Admitted,0,205,3.42,0,0
2009-2010,2009,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,28,311,5.18,0,8708
2009-2010,2009,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,227,3.78,0,0
2009-2010,2009,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,195,3.25,0,0
2009-2010,2009,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,85,1.42,0,0
2009-2010,2009,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,671,220,3.67,0,147620
2009-2010,2009,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,151,205,3.42,0,30955
2009-2010,2009,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,12,258,4.3,0,3096
2009-2010,2009,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,23,140,2.33,0,3220
2009-2010,2009,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,603,272,4.53,0,164016
2009-2010,2009,Less urgent,3,Transferred,Pneumonia,Not Admitted,103,302,5.03,0,31106
2009-2010,2009,Non-urgent,3,Transferred,Pneumonia,Not Admitted,5,520,8.67,0,2600
2009-2010,2009,Unknown,3,Transferred,Pneumonia,Not Admitted,5,244,4.07,0,1220
2009-2010,2009,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,5208,223,3.72,0,1161384
2009-2010,2009,Less urgent,3,Transferred,Trauma,Not Admitted,1960,196,3.27,0,384160
2009-2010,2009,Non-urgent,3,Transferred,Trauma,Not Admitted,129,150,2.5,0,19350
2009-2010,2009,Unknown,3,Transferred,Trauma,Not Admitted,65,155,2.58,0,10075
2009-2010,2009,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,2712,253,4.22,0,686136
2009-2010,2009,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,932,235,3.92,0,219020
2009-2010,2009,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,40,152,2.53,0,6080
2009-2010,2009,Unknown,3,Transferred,Unintentional Falls,Not Admitted,21,164,2.73,0,3444
2009-2010,2009,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Unknown,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Unknown,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Unknown,Asthma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Unknown,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Unknown,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Unknown,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Unknown,Pneumonia,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Unknown,Trauma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Unknown,Trauma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Unknown,Trauma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Unknown,Trauma,Not Admitted,0,0,0.0,0,0
2009-2010,2009,CTAS III - Urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Less urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Non-urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2009-2010,2009,Unknown,3,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0,0
2008-2009,2008,CTAS I - Resuscitation,1,Admitted,Acute Myocardial Infarction,Admitted,739,194,3.23,1,143366
2008-2009,2008,CTAS I - Resuscitation,1,Admitted,Asthma,Admitted,364,370,6.17,1,134680
2008-2009,2008,CTAS I - Resuscitation,1,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1,0
2008-2009,2008,CTAS I - Resuscitation,1,Admitted,Motor Vehicle Collisions,Admitted,1405,230,3.83,1,323150
